application,num_splits,num_samples,test_ratio,window_duration,window_overlap,window_shape,stand1,fft,stand2,mean_score,std_dev
cap mat.,100,670,0.25,0.1,0.25,boxcar,FeatureScaler1,FFT_Mag,FeatureScaler2,0.7480623297238409,0.06672915413898385
cap mat.,100,670,0.25,0.1,0.25,boxcar,FeatureScaler1,FFT_Mag,ScaleControl2,0.7195818136737232,0.06050097882422144
cap mat.,100,670,0.25,0.1,0.25,boxcar,ScaleControl1,FFT_Mag,FeatureScaler2,0.8208570578629817,0.05830772207357628
cap mat.,100,670,0.25,0.1,0.25,boxcar,ScaleControl1,FFT_Mag,ScaleControl2,0.23661217817997152,0.20588438238461618
cap mat.,100,670,0.25,0.1,0.25,boxcar,FeatureScaler1,FFT_MagSq,FeatureScaler2,0.7092896399091999,0.056909194578661636
cap mat.,100,670,0.25,0.1,0.25,boxcar,FeatureScaler1,FFT_MagSq,ScaleControl2,0.5912334757364319,0.049377145852112905
cap mat.,100,670,0.25,0.1,0.25,boxcar,ScaleControl1,FFT_MagSq,FeatureScaler2,0.8123964766564985,0.05328429736940789
cap mat.,100,670,0.25,0.1,0.25,boxcar,ScaleControl1,FFT_MagSq,ScaleControl2,0.23661217817997152,0.20588438238461618
cap mat.,100,670,0.25,0.1,0.25,boxcar,FeatureScaler1,FFT_MagRt,FeatureScaler2,0.7556966997343639,0.07511649746178868
cap mat.,100,670,0.25,0.1,0.25,boxcar,FeatureScaler1,FFT_MagRt,ScaleControl2,0.759915619694433,0.06442339091196517
cap mat.,100,670,0.25,0.1,0.25,boxcar,ScaleControl1,FFT_MagRt,FeatureScaler2,0.7932506436964779,0.061035572439036276
cap mat.,100,670,0.25,0.1,0.25,boxcar,ScaleControl1,FFT_MagRt,ScaleControl2,0.23661217817997152,0.20588438238461618
cap mat.,100,670,0.25,0.1,0.25,boxcar,FeatureScaler1,FreqControl,FeatureScaler2,0.7395077200934349,0.06881502419971502
cap mat.,100,670,0.25,0.1,0.25,boxcar,FeatureScaler1,FreqControl,ScaleControl2,0.7395077200934349,0.06881502419971502
cap mat.,100,670,0.25,0.1,0.25,boxcar,ScaleControl1,FreqControl,FeatureScaler2,0.7395077200934349,0.06881502419971502
cap mat.,100,670,0.25,0.1,0.25,boxcar,ScaleControl1,FreqControl,ScaleControl2,0.5040310698251678,0.0445861524941259
cap wear,100,7314,0.25,0.1,0.25,boxcar,FeatureScaler1,FFT_Mag,FeatureScaler2,0.9127892309922827,0.005953709224665703
cap wear,100,7314,0.25,0.1,0.25,boxcar,FeatureScaler1,FFT_Mag,ScaleControl2,0.9029424393028349,0.006380306521804582
cap wear,100,7314,0.25,0.1,0.25,boxcar,ScaleControl1,FFT_Mag,FeatureScaler2,0.9428766683921909,0.005622257325823637
cap wear,100,7314,0.25,0.1,0.25,boxcar,ScaleControl1,FFT_Mag,ScaleControl2,0.5818537488998304,0.006452446188950283
cap wear,100,7314,0.25,0.1,0.25,boxcar,FeatureScaler1,FFT_MagSq,FeatureScaler2,0.8815423850584367,0.006624509057137727
cap wear,100,7314,0.25,0.1,0.25,boxcar,FeatureScaler1,FFT_MagSq,ScaleControl2,0.8529070411090764,0.006595672378213703
cap wear,100,7314,0.25,0.1,0.25,boxcar,ScaleControl1,FFT_MagSq,FeatureScaler2,0.9340936930072345,0.00602900636518044
cap wear,100,7314,0.25,0.1,0.25,boxcar,ScaleControl1,FFT_MagSq,ScaleControl2,0.840599635629026,0.00655321892750373
cap wear,100,7314,0.25,0.1,0.25,boxcar,FeatureScaler1,FFT_MagRt,FeatureScaler2,0.9206352549792222,0.0056088006962870945
cap wear,100,7314,0.25,0.1,0.25,boxcar,FeatureScaler1,FFT_MagRt,ScaleControl2,0.9081081347668196,0.005981165879938279
cap wear,100,7314,0.25,0.1,0.25,boxcar,ScaleControl1,FFT_MagRt,FeatureScaler2,0.9495241338123528,0.004956413246656549
cap wear,100,7314,0.25,0.1,0.25,boxcar,ScaleControl1,FFT_MagRt,ScaleControl2,0.533277345660455,0.014337486441285258
cap wear,100,7314,0.25,0.1,0.25,boxcar,FeatureScaler1,FreqControl,FeatureScaler2,0.965077295445814,0.003614320168077554
cap wear,100,7314,0.25,0.1,0.25,boxcar,FeatureScaler1,FreqControl,ScaleControl2,0.965077295445814,0.003614320168077554
cap wear,100,7314,0.25,0.1,0.25,boxcar,ScaleControl1,FreqControl,FeatureScaler2,0.965077295445814,0.003614320168077554
cap wear,100,7314,0.25,0.1,0.25,boxcar,ScaleControl1,FreqControl,ScaleControl2,0.9211190228750878,0.00548892287674741
sg mat.,100,729,0.25,0.1,0.25,boxcar,FeatureScaler1,FFT_Mag,FeatureScaler2,0.5866039198030637,0.037047227450462426
sg mat.,100,729,0.25,0.1,0.25,boxcar,FeatureScaler1,FFT_Mag,ScaleControl2,0.586786618970355,0.037083738305801764
sg mat.,100,729,0.25,0.1,0.25,boxcar,ScaleControl1,FFT_Mag,FeatureScaler2,0.585900430629189,0.03685170986700277
sg mat.,100,729,0.25,0.1,0.25,boxcar,ScaleControl1,FFT_Mag,ScaleControl2,0.5650504719103822,0.03611910281656946
sg mat.,100,729,0.25,0.1,0.25,boxcar,FeatureScaler1,FFT_MagSq,FeatureScaler2,0.5820274113430134,0.03707051787512801
sg mat.,100,729,0.25,0.1,0.25,boxcar,FeatureScaler1,FFT_MagSq,ScaleControl2,0.5839454507960111,0.03715433310856138
sg mat.,100,729,0.25,0.1,0.25,boxcar,ScaleControl1,FFT_MagSq,FeatureScaler2,0.5854158049401512,0.037195047220130846
sg mat.,100,729,0.25,0.1,0.25,boxcar,ScaleControl1,FFT_MagSq,ScaleControl2,0.26541291553012614,0.20599428841153108
sg mat.,100,729,0.25,0.1,0.25,boxcar,FeatureScaler1,FFT_MagRt,FeatureScaler2,0.5880696678864374,0.03699152915078456
sg mat.,100,729,0.25,0.1,0.25,boxcar,FeatureScaler1,FFT_MagRt,ScaleControl2,0.5874682173340737,0.03707424590182708
sg mat.,100,729,0.25,0.1,0.25,boxcar,ScaleControl1,FFT_MagRt,FeatureScaler2,0.5882480066435831,0.037065883979398945
sg mat.,100,729,0.25,0.1,0.25,boxcar,ScaleControl1,FFT_MagRt,ScaleControl2,0.5788611778074672,0.036970836334714485
sg mat.,100,729,0.25,0.1,0.25,boxcar,FeatureScaler1,FreqControl,FeatureScaler2,0.5843131504850176,0.03682113733633781
sg mat.,100,729,0.25,0.1,0.25,boxcar,FeatureScaler1,FreqControl,ScaleControl2,0.5843131504850176,0.03682113733633781
sg mat.,100,729,0.25,0.1,0.25,boxcar,ScaleControl1,FreqControl,FeatureScaler2,0.5843131504850176,0.03682113733633781
sg mat.,100,729,0.25,0.1,0.25,boxcar,ScaleControl1,FreqControl,ScaleControl2,0.5538911879332877,0.035557335018881656
sg wear,100,7508,0.25,0.1,0.25,boxcar,FeatureScaler1,FFT_Mag,FeatureScaler2,0.9015298279724707,0.005826210328704289
sg wear,100,7508,0.25,0.1,0.25,boxcar,FeatureScaler1,FFT_Mag,ScaleControl2,0.8874484531327499,0.005898561658182072
sg wear,100,7508,0.25,0.1,0.25,boxcar,ScaleControl1,FFT_Mag,FeatureScaler2,0.9122152747762375,0.004988183446660329
sg wear,100,7508,0.25,0.1,0.25,boxcar,ScaleControl1,FFT_Mag,ScaleControl2,0.46703447981584995,0.01057547872206655
sg wear,100,7508,0.25,0.1,0.25,boxcar,FeatureScaler1,FFT_MagSq,FeatureScaler2,0.8544820265353866,0.006230004967763012
sg wear,100,7508,0.25,0.1,0.25,boxcar,FeatureScaler1,FFT_MagSq,ScaleControl2,0.8229517780164329,0.0073087817975906934
sg wear,100,7508,0.25,0.1,0.25,boxcar,ScaleControl1,FFT_MagSq,FeatureScaler2,0.8837220594610835,0.005991019330873304
sg wear,100,7508,0.25,0.1,0.25,boxcar,ScaleControl1,FFT_MagSq,ScaleControl2,0.37304062648785846,0.016434680408900147
sg wear,100,7508,0.25,0.1,0.25,boxcar,FeatureScaler1,FFT_MagRt,FeatureScaler2,0.9009052017498981,0.005361116607886708
sg wear,100,7508,0.25,0.1,0.25,boxcar,FeatureScaler1,FFT_MagRt,ScaleControl2,0.8840638446910227,0.005384203937478461
sg wear,100,7508,0.25,0.1,0.25,boxcar,ScaleControl1,FFT_MagRt,FeatureScaler2,0.9104648194618828,0.004796984646842267
sg wear,100,7508,0.25,0.1,0.25,boxcar,ScaleControl1,FFT_MagRt,ScaleControl2,0.5478470715623054,0.009691344516514724
sg wear,100,7508,0.25,0.1,0.25,boxcar,FeatureScaler1,FreqControl,FeatureScaler2,0.9495889826129045,0.0034317173306175784
sg wear,100,7508,0.25,0.1,0.25,boxcar,FeatureScaler1,FreqControl,ScaleControl2,0.9495889826129045,0.0034317173306175784
sg wear,100,7508,0.25,0.1,0.25,boxcar,ScaleControl1,FreqControl,FeatureScaler2,0.9495889826129045,0.0034317173306175784
sg wear,100,7508,0.25,0.1,0.25,boxcar,ScaleControl1,FreqControl,ScaleControl2,0.5119619630316892,0.011513035106210327
